0,0,113,127,1,
0,0,113,128,1,
0,0,105,128,0,
0,0,104,129,0,
0,0,105,129,0,
0,0,106,129,0,
0,0,107,127,1,
0,0,108,127,1,
0,0,109,127,1,
0,0,110,127,1,
0,0,106,130,1,
0,0,107,130,1,
0,0,107,131,1,
0,0,108,131,1,
0,0,111,130,1,
0,0,110,129,0,
0,0,109,129,0,
0,0,108,129,0,
0,0,107,129,0,
0,0,107,128,1,
0,0,108,128,0,
0,0,109,128,0,
0,0,110,128,0,
0,0,110,130,1,
0,0,109,130,1,
0,0,108,130,1,
0,0,105,127,0,
0,0,106,127,1,
0,0,106,128,0,
0,0,111,131,1,
0,0,112,130,1,
0,0,109,131,1,
0,0,102,127,1,
0,0,101,127,1,
0,0,100,127,1,
0,0,99,127,1,
0,0,99,128,1,
0,0,98,128,1,
0,0,98,127,1,
0,0,100,128,1,
0,0,96,128,1,
0,0,96,127,1,
0,0,96,129,1,
0,0,97,128,1,
0,0,127,142,0,
0,0,126,146,1,
0,0,125,146,1,
0,0,124,146,1,
0,0,124,147,1,
0,0,125,147,1,
0,0,126,147,1,
0,0,127,147,1,
0,0,132,145,0,
0,0,133,145,0,
0,0,133,146,0,
0,0,134,141,1,
0,0,133,141,1,
0,0,132,141,1,
0,0,131,141,1,
0,0,129,143,0,
0,0,130,143,0,
0,0,124,142,0,
0,0,126,144,1,
0,0,128,147,1,
0,0,128,142,0,
0,0,128,141,0,
0,0,129,141,0,
0,0,129,142,0,
0,0,127,141,0,
0,0,123,138,1,
0,0,125,138,0,
0,0,128,137,0,
0,0,128,136,1,
0,0,130,136,0,
0,0,123,139,0,
0,0,124,139,0,
0,0,124,138,0,
0,0,126,137,0,
0,0,127,137,0,
0,0,129,136,0,
0,0,118,130,0,
0,0,119,130,1,
0,0,125,126,1,
0,0,132,146,0,
0,0,127,146,1,
0,0,134,149,1,
0,0,126,148,1,
0,0,130,145,0,
0,0,130,146,0,
0,0,131,146,1,
0,0,131,142,0,
0,0,130,142,0,
0,0,130,141,0,
0,0,128,139,0,
0,0,129,139,0,
0,0,130,139,0,
0,0,134,137,0,
0,0,106,131,1,
0,0,110,131,1,
